Air Velocity;Indoor Temperature;Indoor Relative Humidity
0,005908968;29,07612038;71,75029649
0;20;99
0,006639995;32,04600143;60,43517744
0,006047986;31,91980171;60,88706788
0,006294201;31,76988983;61,42720201
0,005366435;31,57856941;62,12179351
0,004748583;31,42555428;62,68156381
0,004139114;31,26437187;63,27529404
0,0046449;31,05505753;64,05257321
0,004480788;30,83256531;64,88653136
0,004816328;30,51638412;66,08538757
0,004785246;30,21687889;67,23587672
0,005292768;29,86050797;68,62364303
0,005780072;29,51439476;69,99106116
0,005703601;29,11449242;71,59503413
0;20;99
0,010478022;32,34114075;59,38837838
0,009341386;32,19023895;59,92184202
0,008577197;31,94647598;60,79133985
0,005544486;31,60017395;62,04306239
0,004882534;31,44027901;62,62753268
0,003962718;31,30871582;63,11153143
0,006455577;31,10731506;63,85785576
0,004923012;30,77514267;65,10306173
0,005693304;30,44839668;66,34527899
0,005257056;30,1756115;67,39553056
0,005871537;29,84846687;68,67089058
0,006010871;29,52457428;69,95056847
0,00573145;29,13431549;71,51491828
0;20;99
0;20,00000763;99
0;20;99
0;20;99
0,0048905;31,33919716;62,99914739
0,005415556;31,24615288;63,34266881
0,004786907;31,17243576;63,61582477
0,012534114;31,22499847;63,42096604
0,00769268;30,49935722;66,15040532
0,00773493;30,2514286;67,10242313
0,00722864;30,01474953;68,02048847
0,007529924;29,71320152;69,20325841
0,007050811;29,41622925;70,38240697
0,006691377;29,05670929;71,82892875
0,064372223;28,46884155;74,23909278
0,073569606;28,49050903;74,14927076
0,077932998;28,4449749;74,33811901
0,079601713;28,36487389;74,67114105
0,080490526;28,24582863;75,16798566
0,079746415;28,12997627;75,65369785
0,081278069;28,04782104;75,99944563
0,077410874;27,88031197;76,70777323
0,076618517;27,73812675;77,31256571
0,047816965;27,51782608;78,25606286
0,07594861;27,36663437;78,90810924
0,07583537;27,16000175;79,80521573
0,07673636;26,97602463;80,60975435
0,073490749;26,74837875;81,61281061
0,010476768;30,49064827;66,18367879
0,007949461;30,62497711;65,67182135
0,00734399;30,62235641;65,68177966
0,006792472;30,53738403;66,00526313
0,006395096;30,39162254;66,56287692
0,006168681;30,24738693;67,11802476
0,005396266;30,09065247;67,72508147
0,005414314;29,90306091;68,45685864
0,005303098;29,73627663;69,11223236
0,005992714;29,52710533;69,9405029
0,005376483;29,31032944;70,80632808
0,005577084;29,0506382;71,85353456
0,005869708;28,7928524;72,90380925
0,0061625;28,45271111;74,30601028
0,057404812;31,89338303;60,98199171
0,009377408;31,1518364;63,69231151
0,008201078;31,10073471;63,88235066
0,007498792;30,99651718;64,27122394
0,006934199;30,84141731;64,85319936
0,00671164;30,69382095;65,4106206
0,005998418;30,53077888;66,03045719
0,006301851;30,33528137;66,77932908
0,006181418;30,16169739;67,44942287
0,006686801;29,94577789;68,28972488
0,006395011;29,72152519;69,17041354
0,006829096;29,45308685;70,23528864
0,007386831;29,1853714;71,30886514
0,007470476;28,82943916;72,75409464
0;20;99
0,010308931;31,7359314;61,55005787
0,008270572;31,54984856;62,22657434
0,007667088;31,40573311;62,75435108
0,006989455;31,23298836;63,39138518
0,006649227;31,08039665;63,95810181
0,006206844;30,91743279;64,56748479
0,006313886;30,72096825;65,30783093
0,006224497;30,53869629;66,0002586
0,006349993;30,30756378;66,88600263
0,006341496;30,07003212;67,80524202
0,006813012;29,78874779;68,9055651
0,00739428;29,50826454;70,01545437
0,007445311;29,14398003;71,47588157
0;20;99
0,009117712;32,17605209;59,97218377
0,007264717;31,92140198;60,88132163
0,006853698;31,74102783;61,53160799
0,006378465;31,54632187;62,23944975
0,006034749;31,38355446;62,83587055
0,005531126;31,23282051;63,3920065
0,005316092;31,04491806;64,09040501
0,005027966;30,85543823;64,80042976
0,005071268;30,58955765;65,80650415
0,005401176;30,32802963;66,80722607
0,005827083;30,03608704;67,93735107
0,006658974;29,73306084;69,12491277
0,006609932;29,37072754;70,5643306
0;20,00000572;99
0,009096735;32,59311676;58,5057823
0,00691464;32,39178848;59,21015277
0,006709751;32,20280075;59,87729384
0,006281928;31,9817009;60,66510117
0,006142016;31,78419113;61,37551796
0,005334151;31,56533623;62,17005494
0,005436877;31,35128593;62,95461784
0,005294942;31,17155647;63,61908824
0,006710613;30,93854332;64,48830324
0,006269954;30,66677284;65,51315285
0,006528735;30,3354454;66,77869817
0,006813044;30,01164246;68,03260067
0,006309255;29,58870888;69,69583421
0;20;99
0,008639719;32,93016052;57,34122067
0,006965072;32,70742798;58,10875931
0,006875017;32,51613998;58,77432303
0,00639043;32,28968048;59,56988677
0,005949159;32,09067917;60,27581268
0,005211976;31,87753487;61,03898905
0,005352406;31,64294815;61,88740689
0,005362194;31,44186211;62,62172571
0,006042477;31,18013191;63,58726603
0,005823426;30,89164734;64,66429853
0,006132897;30,5435257;65,98184323
0,006355233;30,20642662;67,27628813
0,00633194;29,78753281;68,9103455
0;20;99
0,008243353;33,19176483;56,44994189
0,006848349;32,95733261;57,24813267
0,00677327;32,75472641;57,94509963
0,006105937;32,52072144;58,75831344
0,005541449;32,32281113;59,45298086
0,00500768;32,11433029;60,19157978
0,00520987;31,87252235;61,05702483
0,005280404;31,64772034;61,87005916
0,005492735;31,35414696;62,94408254
0,005439667;31,0468998;64,08300955
0,005746158;30,68488121;65,44449575
0,006078163;30,34002876;66,76107076
0,006273351;29,92326164;68,37778493
0;20;99
0,007907912;33,43272018;55,63877378
0,00637515;33,18719482;56,46541712
0,006551832;32,95682144;57,24988277
0,005860722;32,69473648;58,15273517
0,005261512;32,49411392;58,85133877
0,004664177;32,29267883;59,55929941
0,005219501;32,05542374;60,40154144
0,00543805;31,81641388;61,25918767
0,005268423;31,47993469;62,48219339
0,005549031;31,15974045;63,66295518
0,005970783;30,7890892;65,05042302
0,006542855;30,4299469;66,41593437
0,006194133;30,00801468;68,04674472
0;20;99
0,010808681;33,66985321;54,84961104
0,008183851;33,40467453;55,73270724
0,007493045;33,11972427;56,69428143
0,006081822;32,75221634;57,95377579
0,005959908;32,56023788;58,6203665
0,004716079;32,40620041;59,15951383
0,007461615;32,21296692;59,84125997
0,00623164;31,88967323;60,99533025
0,007815239;31,52450562;62,31914214
0,006944584;31,21182442;63,46976262
0,007304686;30,849617;64,82233489
0,007087479;30,49785233;66,15615404
0,006482756;30,07639122;67,78051404
0;20;99
0;20,00000763;99
0;20;99
0;20;99
0,007941566;32,55059814;58,65399442
0,007427055;32,41654968;59,12317044
0,005146401;32,33062363;59,4254392
0,016174264;32,49787903;58,83816824
0,013514663;31,76523018;61,44404884
0,010512396;31,38583374;62,82748921
0,009316494;31,09745407;63,89456522
0,009404434;30,75316048;65,18609327
0,008676248;30,42409897;66,43834109
0,008005199;30,03292465;67,94966807
0,066003455;28,21465111;75,29848495
0,073951524;28,29232979;74,97363757
0,078150277;28,30526924;74,91962011
0,079707538;28,26929283;75,06987524
0,080622198;28,19678688;75,3733296
0,079980338;28,11755562;75,70589997
0,081521428;28,06635666;75,92134399
0,078244016;27,93695831;76,46773277
0,077860675;27,82158852;76,95716155
0,048509702;27,6227417;77,80575765
0,0774498;27,48999023;78,37583412
0,077327263;27,29573059;79,21516609
0,078182047;27,1183033;79,98708638
0,07483563;26,89348793;80,97246331
0,00875267;30,21283722;67,25150086
0,006939906;30,39496994;66,55003295
0,006669106;30,45344162;66,32596842
0,00615703;30,42166138;66,4476825
0,005829931;30,33238411;66,79047364
0,005718053;30,23249626;67,17552838
0,004979025;30,11868477;67,61621726
0,005152168;29,97305679;68,18314781
0,005084032;29,83601952;68,71975677
0,00589858;29,65565681;69,4306331
0,005302502;29,46030426;70,20650575
0,005583014;29,21637344;71,18395112
0,005945313;28,96608925;72,19682459
0,006255258;28,62737465;73,5836464
0,047282883;31,33487701;63,01506658
0,008835585;30,91398239;64,58043341
0,00765899;30,93045807;64,51862097
0,00696975;30,88038635;64,70661254
0,006491108;30,78251076;65,07524827
0,006410658;30,67995834;65,46315536
0,005745284;30,56063461;65,91663425
0,006192792;30,40847969;66,49821438
0,006097118;30,26585197;67,04676756
0,006725204;30,08010292;67,76608374
0,00644963;29,87806702;68,55478573
0,006967643;29,6254425;69,55023171
0,007590665;29,36433601;70,58991176
0,007648399;29,00768089;72,02780805
0;20;99
0,009416723;31,49038696;62,44392772
0,007613039;31,37461472;62,86875174
0,007000393;31,2859993;63,19538414
0,006426209;31,17170715;63,61852898
0,006247647;31,06490898;64,01583192
0,005906709;30,94591141;64,46068386
0,006195222;30,79297256;65,03577155
0,006121326;30,64237976;65,60572172
0,006368283;30,44262314;66,36738347
0,006377303;30,22785759;67,19344893
0,00696468;29,96150208;68,22827674
0,007616111;29,68572235;69,31176944
0,007620529;29,3179245;70,77586458
0;20;99
0,008002435;31,91145134;60,91705908
0,006389904;31,72666168;61,58362644
0,006018136;31,60377502;62,02994671
0,005589052;31,47006416;62,51834549
0,005341777;31,35654068;62,93526906
0,004936579;31,25403595;63,31351024
0,005116466;31,11102676;63,84404229
0,004811994;30,9523468;64,43656787
0,004966812;30,7172184;65,32202217
0,005277647;30,4787159;66,22928752
0,005909435;30,19972229;67,30221823
0,006787506;29,89854431;68,47454741
0,006740729;29,53108978;69,92465949
0;20,00000572;99
0,007869923;32,30348587;59,52115111
0,005912175;32,16436005;60,01369709
0,005754289;32,03004837;60,49215971
0,005486874;31,87315941;61,05473237
0,005638879;31,73369217;61,55816556
0,004571196;31,57330704;62,140982
0,005049501;31,40791702;62,74632822
0,004977355;31,26220703;63,28329693
0,007085719;31,06389046;64,0196298
0,006440097;30,81320953;64,95945911
0,006759496;30,4860096;66,20140631
0,006995945;30,15612602;67,47101072
0,00636796;29,72659492;69,15041405
0;20;99
0,007464756;32,62935257;58,37970093
0,005868184;32,47209167;58,92841937
0,005743686;32,33627319;59,40552875
0,005328235;32,17408371;59,97917108
0,005112386;32,03013992;60,49183258
0,004213922;31,8701458;61,06557741
0,004759744;31,68283653;61,74251866
0,00484218;31,51385307;62,35808263
0,005939;31,28208351;63,20984677
0,005683679;31,00959396;64,22233368
0,006147336;30,66389847;65,52405576
0,006443137;30,32167816;66,83166674
0,006360351;29,89387894;68,49282227
0;20;99
0,006991738;32,87285233;57,53794118
0,005600895;32,70613098;58,1132522
0,005459533;32,56197357;58,6143132
0,004857092;32,39258957;59,20733712
0,004538746;32,24597549;59,72437631
0,00389469;32,0835762;60,30112735
0,004475778;31,88136292;61,0252179
0,004592719;31,68361282;61,73970146
0,005152062;31,41560936;62,71807561
0,005137928;31,1228714;63,79997611
0,00566114;30,76486778;65,14186254
0,006079702;30,41695404;66,46572483
0,006224918;29,99227715;68,10812701
0;20;99
0,006672552;33,07607269;56,84274127
0,005120872;32,89390564;57,46561044
0,005259663;32,72156906;58,05979125
0,004598143;32,52142334;58,755861
0,00424243;32,36772156;59,29479092
0,003682946;32,21054459;59,84984438
0,004526638;32,00873566;60,56834996
0,004568652;31,78924179;61,35727305
0,004975369;31,47404861;62,50375004
0,00502515;31,17254448;63,61542127
0,005617092;30,81341553;64,95868264
0,006170278;30,45775223;66,30947189
0,006040281;30,03421783;67,94463115
0;20;99
0,009236116;33,26224518;56,21170374
0,006848488;33,05777359;56,90506822
0,006241667;32,82067108;57,71752306
0,004730763;32,50943375;58,79776358
0,004563592;32,35784149;59,32956402
0,003550468;32,23977661;59,74631321
0,006391381;32,07771301;60,32202962
0,005110231;31,76225281;61,45481526
0,006104046;31,42498207;62,68366419
0,005643359;31,14220047;63,72811381
0,006307413;30,80406761;64,99392459
0,006444761;30,46650505;66,27598444
0,006090084;30,05468369;67,86495275
0;20;99
0;20,00000763;99
0;20;99
0;20;99
0,005819336;32,2450943;59,72749433
0,005764275;32,14396286;60,08617135
0,004182425;32,07449341;60,33350985
0,011960498;32,1952858;59,90394121
0,009532247;31,5261631;62,31308485
0,008161518;31,23029518;63,40135495
0,007583566;30,97874069;64,33772924
0,007858447;30,66246986;65,52947518
0,007321358;30,34987259;66,72322326
0,006922147;29,96833992;68,20156777
0,065148851;27,59084129;65,50673677
0,071616064;27,71315956;65,03276425
0,075532155;27,76244354;64,8425078
0,077068144;27,75173569;64,88380961
0,078007637;27,70649147;65,05853734
0,07741245;27,64946175;65,27927213
0,078972985;27,61681747;65,40586989
0,076013673;27,51117516;65,81679572
0,075799754;27,4128933;66,20078454
0,046660782;27,2320919;66,9114423
0,075440161;27,11343002;67,38085724
0,075305901;26,933815;68,09592399
0,076145612;26,76801872;68,76081599
0,072854686;26,55571365;69,61900502
0,007231178;29,48311806;58,45734268
0,006349751;29,69085884;57,72029939
0,006185675;29,78539085;57,38732391
0,005671559;29,78561211;57,38654632
0,005372566;29,73069;57,57981572
0,005314233;29,65807724;57,83612055
0,004612811;29,57052612;58,14633894
0,004848096;29,45131683;58,57081393
0,004784492;29,33389282;58,99127993
0,00563483;29,17421913;59,56677018
0,005051351;28,99688339;60,21096741
0,005359531;28,77092934;61,0394776
0,005735769;28,53570557;61,91114382
0,006041764;28,21408272;63,11811169
0,039619324;30,40415001;55,24512785
0,008618971;30,18528938;55,99544607
0,007282261;30,23984718;55,80764853
0,00656293;30,22187233;55,86946556
0,006111175;30,15866852;56,08726237
0,006075454;30,08370018;56,34647439
0,005437073;29,99124718;56,66744966
0,005904025;29,86649132;57,10286272
0,00581301;29,74426842;57,53198619
0,006479216;29,57989883;58,11306686
0,006206366;29,39623642;58,76775293
0,00673854;29,1616745;59,61216565
0,007354931;28,91555023;60,50819939
0,007403391;28,57592201;61,7614515
0;20;99,868
0,008813739;30,74136734;54,10489361
0,007142689;30,66351318;54,36643591
0,006509718;30,60687447;54,55735097
0,005988058;30,52758217;54,82553643
0,005873102;30,44872284;55,09331135
0,00556208;30,35699654;55,40609957
0,005888427;30,23201752;55,83456868
0,005815497;30,10239792;56,28173581
0,006133514;29,9246788;56,89945406
0,006133077;29,72854042;57,5873904
0,006748171;29,47984886;58,46899976
0,00739131;29,21841049;59,40706602
0,007368316;28,8665905;60,68766173
0;20;99,868
0,007264112;31,14068794;52,77952205
0,0058154;30,99350166;53,26490723
0,005429189;30,9033947;53,5638652
0,005016291;30,80621529;53,88782617
0,004831936;30,72277069;54,16727385
0,004470092;30,64935112;54,41412188
0,004834285;30,5346489;54,80159194
0,004511053;30,39674377;55,27038627
0,00478046;30,18382645;56,00048866
0,005018337;29,96401978;56,76225219
0,005724378;29,70114517;57,68399403
0,006559746;29,41327667;58,70677105
0,006522365;29,0599575;59,98123277
0;20,00000572;99,86797044
0,007094183;31,50614166;51,59017379
0,00529944;31,39826012;51,93892008
0,005171698;31,2971611;52,26752595
0,004983932;31,18275833;52,64145676
0,005265535;31,08099937;52,97591938
0,004029499;30,95514297;53,39200642
0,004700449;30,81815529;53,84793653
0,004652451;30,69284058;54,26779355
0,007075166;30,51532173;54,86709901
0,006272256;30,28026581;55,66884487
0,006606366;29,9645195;56,7605111
0,006781151;29,64405632;57,88571352
0,006140537;29,23091316;59,36194223
0;20;99,868
0,006726165;31,81463051;50,60378231
0,005136268;31,6892395;51,00277939
0,004990303;31,58577347;51,33401154
0,004640056;31,46536064;51,72177447
0,004604438;31,35772133;52,07047735
0,003619323;31,23073578;52,48437093
0,004417467;31,07098579;53,00892672
0,004502596;30,92028046;53,50773694
0,005815978;30,70718765;54,2195903
0,005482178;30,44889832;55,09271432
0,005981289;30,11413383;56,24113187
0,006269637;29,78136063;57,40148896
0,006139803;29,36816597;58,86831554
0;20;99,868
0,006218074;32,04129791;49,88926455
0,004781344;31,90372658;50,32189136
0,00462406;31,78850555;50,6866934
0,004140364;31,65450096;51,11378827
0,00405199;31,53816223;51,48704014
0,003326097;31,4032135;51,92286431
0,004182756;31,227911;52,49360893
0,004291542;31,0513134;53,07382132
0,005149586;30,80499649;53,89189934
0,005035007;30,52800179;54,82411438
0,00559134;30,18242073;56,00533439
0,005959361;29,84486008;57,17862594
0,006000417;29,43474197;58,63002311
0;20;99,868
0,006004631;32,21762848;49,33942691
0,004393312;32,05627823;49,84234836
0,004515223;31,90502357;50,31779772
0,003904258;31,72834015;50,87807512
0,003677552;31,59593391;51,30140419
0,003171007;31,46263504;51,73058002
0,00420882;31,29010582;52,29052247
0,004090372;31,09303856;52,93625755
0,005020139;30,80402565;53,89514402
0,004707112;30,52418327;54,83705607
0,005345723;30,18590546;55,99332261
0,005785592;29,84740829;57,16969674
0,005797782;29,44236755;58,60277703
0;20;99,868
0,008240496;32,36867142;48,87262
0,005910916;32,17417145;49,4744476
0,005423036;31,94625664;50,18780359
0,00386043;31,65286255;51,11902893
0,003480784;31,51801491;51,55191154
0,002703445;31,41716003;51,87768065
0,005382124;31,27735138;52,33211661
0,004267441;30,98367882;53,29743093
0,004643902;30,67604256;54,32427571
0,004575981;30,42519951;55,17339073
0,005432781;30,11963463;56,22210819
0,005841955;29,80871201;57,30541071
0,005693411;29,42493248;58,66508672
0;20;99,868
0;20,00000763;99,86796057
0;20;99,868
0;20;99,868
0,004100337;31,3610363;52,05970912
0,004300536;31,27284431;52,34682141
0,003476015;31,2067337;52,56290894
0,008351528;31,28451538;52,30875035
0,006226085;30,68792915;54,28430295
0,005821364;30,45479584;55,07265251
0,00586697;30,2377491;55,81486119
0,006296609;29,95374489;56,79806069
0,005967384;29,66626358;57,80718025
0,005820028;29,31020927;59,07636719
0,065133131;27,59074974;65,50709247
0,07160489;27,71329689;65,03223353
0,075522181;27,76264381;64,84173551
0,077057966;27,7519455;64,88300015
0,077995258;27,70666122;65,05788114
0,07739983;27,64954758;65,27893951
0,078956658;27,61675072;65,40612894
0,075997623;27,51115608;65,81687011
0,075789312;27,41291046;66,20071736
0,046634279;27,23200035;66,91180355
0,075432413;27,11330795;67,38134136
0,075299125;26,93362045;68,09670147
0,076139399;26,76779747;68,76170637
0,072845799;26,55548096;69,61994979
0,007230126;29,48328018;58,45676465
0,006347511;29,69122124;57,71902
0,00618525;29,78587532;57,38562132
0,005671003;29,78613472;57,38470972
0,005370935;29,73118019;57,5780885
0,005311513;29,65848923;57,83466381
0,004609897;29,57085037;58,14518764
0,004842829;29,45155144;58,56997618
0,004779948;29,33408737;58,99058137
0,005631179;29,174366;59,56623886
0,005047526;28,99696732;60,21066126
0,005356339;28,77093887;61,03944248
0,005733737;28,53565025;61,91134992
0,006039664;28,21395111;63,11860916
0,039629777;30,40439034;55,24430837
0,008616284;30,18575478;55,99384196
0,007279105;30,24038506;55,80579955
0,006558928;30,22241592;55,86759531
0,006106204;30,1592083;56,08539946
0,006070371;30,08418846;56,34478303
0,005432901;29,99165535;56,66602941
0,005901882;29,86681938;57,1017143
0,005809202;29,74452591;57,53107949
0,006475798;29,58008957;58,11238991
0,00620173;29,39638519;58,76722032
0,006734979;29,16175079;59,61188949
0,007352574;28,91555786;60,50817145
0,007402921;28,57584;61,76175648
0;20;99,868
0,008816222;30,74188995;54,10314142
0,007140257;30,66408348;54,36451633
0,006506296;30,60747147;54,5553358
0,005983263;30,52814674;54,82362317
0,005867682;30,44926453;55,0914684
0,005557914;30,3574791;55,40445031
0,005887488;30,23241234;55,83321095
0,005812524;30,10272217;56,28061365
0,006130571;29,92493439;56,89856184
0,006128087;29,72872925;57,58672497
0,006744161;29,47997093;58,46856446
0,007388575;29,21845436;59,40690764
0,007368227;28,86652946;60,68788572
0;20;99,868
0,007268646;31,14123917;52,77771111
0,005816702;30,99411392;53,26288055
0,005430621;30,90402412;53,56177215
0,005016719;30,80683327;53,88576101
0,004831029;30,72334671;54,16534078
0,004467451;30,64987183;54,41236796
0,004833676;30,53510094;54,80006056
0,004508741;30,39713478;55,26905253
0,00477958;30,18412781;55,99944987
0,005015863;29,96424294;56,76147467
0,005721992;29,70127869;57,6835229
0,006557504;29,41332436;58,70660046
0,006522006;29,05989265;59,98146863
0;20,00000572;99,86797044
0,007099223;31,50673485;51,58826164
0,005298128;31,39890862;51,93681781
0,005170646;31,2978344;52,26533179
0,004980767;31,18343925;52,6392246
0,005262386;31,08164406;52,9737949
0,004023091;30,95572472;53,39007697
0,004699417;30,81863785;53,84632488
0,00464845;30,69324684;54,26642812
0,007075451;30,51564789;54,86599301
0,006268073;30,28054428;55,66788952
0,006604135;29,96471214;56,75983993
0,006779481;29,64413261;57,88544358
0,006139537;29,23085022;59,36216932
0;20;99,868
0,006730117;31,81521225;50,60193739
0,005136235;31,68982887;51,00089778
0,004989917;31,58635712;51,33213799
0,004637227;31,46591187;51,71999377
0,004600212;31,35821915;52,06886013
0,003613073;31,23118973;52,48288648
0,004416572;31,07136726;53,00766898
0,004498999;30,92058754;53,50671666
0,005814948;30,70743561;54,21875751
0,005478123;30,44914436;55,09187724
0,005978355;30,11432076;56,24048532
0,006267401;29,78142738;57,40125433
0,006139024;29,36808777;58,86859588
0;20;99,868
0,006221392;32,04175568;49,88783032
0,004781996;31,90416145;50,32051877
0,004623924;31,78890038;50,68543949
0,00413665;31,65483665;51,11271457
0,00404575;31,5384407;51,48614398
0,003319569;31,40348625;51,92198035
0,004181877;31,22817039;52,49276058
0,004288025;31,0515213;53,07313517
0,005147489;30,80517387;53,89130653
0,005030382;30,52818871;54,82348094
0,005588204;30,18254471;56,004907
0,005957091;29,84487343;57,17857915
0,005999569;29,43462372;58,63044569
0;20;99,868
0,006007864;32,21793365;49,33847988
0,00439363;32,05657578;49,84141686
0,004515112;31,90532494;50,31684656
0,00390091;31,72860527;50,87723045
0,003672348;31,59613037;51,30077388
0,003165342;31,46281624;51,72999458
0,0042086;31,29030228;52,289882
0,004088972;31,09323692;52,93560428
0,005019547;30,80413437;53,89478066
0,004704093;30,52424431;54,83684918
0,005343985;30,18592834;55,99324375
0,00578424;29,84733582;57,16995067
0,005796544;29,44221115;58,60333575
0;20;99,868
0,008249711;32,36882782;48,87213863
0,005912548;32,1744194;49,47367631
0,005422764;31,9465332;50,18693266
0,003857281;31,6531086;51,11824188
0,003478883;31,51819229;51,55134011
0,002698585;31,41728973;51,8772606
0,005384401;31,27752686;52,33154416
0,004267008;30,98382759;53,29693822
0,004646901;30,67606926;54,32418589
0,004574734;30,42516899;55,17349469
0,005431278;30,11955261;56,22239181
0,005840155;29,80858994;57,30583922
0,005692197;29,42474747;58,66574818
0;20;99,868
0;20,00000763;99,86796057
0;20;99,868
0;20;99,868
0,004100198;31,36110115;52,05949848
0,004299844;31,27289772;52,34664714
0,003472373;31,2067318;52,56291516
0,008361341;31,28449059;52,30883119
0,006232711;30,68782997;54,28463638
0,005822648;30,45471382;55,07293148
0,005866114;30,2376461;55,81521529
0,006295112;29,95360374;56,79855273
0,005965087;29,66609001;57,80779374
0,005817828;29,30999756;59,07712822
0,062106601;27,19267464;67,06710923
0,068761564;27,29818916;66,65099985
0,072721605;27,34013176;66,4861167
0,074236596;27,32805061;66,53357917
0,075155166;27,28363609;66,70827979
0,074580675;27,22902298;66,92355268
0,076119476;27,19800568;67,04604049
0,073249083;27,09831238;67,44083205
0,073059662;27,00554276;67,80971414
0,044655584;26,83394051;68,49589382
0,072756405;26,72164345;68,94762595
0,072662949;26,55123138;69,63720556
0,073536142;26,39405441;70,27757964
0,070363582;26,19241905;71,10520064
0,007195177;28,99696922;60,21065433
0,006083302;29,18671989;59,52155992
0,005926249;29,26995659;59,22119939
0,00545811;29,26679611;59,23258263
0,005174065;29,21270752;59,42765756
0,005116086;29,1431427;59,67927565
0,004428106;29,05998611;59,98112872
0,004655905;28,94721794;60,39233686
0,004593535;28,83616066;60,79940672
0,005438825;28,68495369;61,35699238
0,004854764;28,51669312;61,9820065
0,005149063;28,30198669;62,78649465
0,005506015;28,07827759;63,63300265
0,005804792;27,77205086;64,8054674
0,039004979;29,89027786;57,01964187
0,008105207;29,65473557;57,84793725
0,006924782;29,70153999;57,68260088
0,006275836;29,68201065;57,75154316
0,005856732;29,6206646;57,96852561
0,005827844;29,5491333;58,2223367
0,005216343;29,46152115;58,53438486
0,005671632;29,34358406;58,9564898
0,005583331;29,22805023;59,37227259
